what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1715581539004
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1715581539005
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1715581539005
started,bundle,org.eclipse.ui.intro,3.4.100.v20110425,"org.eclipse.ui.intro",1715581539006
started,bundle,org.eclipse.ui.intro.universal,3.2.500.v20110510,"org.eclipse.ui.intro.universal",1715581539006
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1715581539006
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1715581539007
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1715581539007
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1715581539007
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1715581539007
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1715581539008
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1715581539008
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1715581539008
started,bundle,com.altera.sbtgui.integration,13.1.0.162,"com.altera.sbtgui.integration",1715581539008
started,bundle,com.altera.sbtgui.project,13.1.0.162,"com.altera.sbtgui.project",1715581539009
started,bundle,com.altera.systemconsole,13.1.0.162,"com.altera.systemconsole",1715581539009
started,bundle,com.altera.systemconsole.designs.plugin,13.1.0.162,"com.altera.systemconsole.designs.plugin",1715581539009
started,bundle,com.altera.utilities,13.1.0.162,"com.altera.utilities",1715581539009
os,sysinfo,,,"win32",1715581539010
arch,sysinfo,,,"x86",1715581539010
ws,sysinfo,,,"win32",1715581539010
locale,sysinfo,,,"en_US",1715581539010
processors,sysinfo,,,"16",1715581539010
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1715581539011
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1715581539011
java.specification.name,sysinfo,,,"Java Platform API Specification",1715581539011
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1715581539011
java.specification.version,sysinfo,,,"1.6",1715581539011
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1715581539011
java.version,sysinfo,,,"1.6.0_23",1715581539011
java.vm.info,sysinfo,,,"mixed mode",1715581539011
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1715581539011
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1715581539011
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1715581539011
java.vm.specification.version,sysinfo,,,"1.0",1715581539011
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1715581539011
java.vm.version,sysinfo,,,"19.0-b09",1715581539011
started,bundle,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch",1715581539023
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1715581540842
started,bundle,org.eclipse.cdt.launch,7.0.0.201202111925,"org.eclipse.cdt.launch",1715581541452
started,bundle,com.altera.sbtgui.core,13.1.0.162,"com.altera.sbtgui.core",1715581541454
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1715581541645
opened,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1715581543929
started,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1715581544383
started,bundle,org.eclipse.cdt.dsf,2.2.0.201202111925,"org.eclipse.cdt.dsf",1715581544388
started,bundle,org.eclipse.cdt.dsf.gdb,4.0.2.201202111925,"org.eclipse.cdt.dsf.gdb",1715581544388
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.2.1.201202111925,"org.eclipse.cdt.dsf.gdb.ui",1715581544389
started,bundle,org.eclipse.cdt.debug.mi.core,7.1.1.201202111925,"org.eclipse.cdt.debug.mi.core",1715581544395
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1715581561645
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1715581563699
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1715581579184
started,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1715581583024
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1715581623922
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1715581627537
activated,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProgressView",1715581627575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715581630221
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715581634743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715581640138
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1715581643093
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1715581643834
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1715581644225
activated,view,com.altera.sbtgui.launch,13.1.0.162,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1715581650021
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1715581681176
executed,command,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.edit.text.c.toggle.comment",1715581682951
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1715581686296
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1715581686451
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1715581687798
